,Unnamed: 0,text,label
79,79,aakarShaNa ke.mdra vo shaktishaala pahalavaana jinaka sa.mba.mdha prasiddha bhola pahalavaana parivaara daarula sehata saba bhola akhaaDa़ ke naama jaana,0
80,80,buuma paaya viiDiya paakistaana ke kepa ke ha.mga pulisa Treni.mga kॉleja shuuTa kiya gaya,1
81,81,paakistaana vaaya ke atyaadhunika laDaaaka vimaana jeepha़-17 ke blॉka-thra taiyaara shura dii chiina ke sahayoga bana chaudaha jeepha़-17ba vimaana paakistaana vaaya sau.mpa die,0
82,82,buuma pata laga phaoTa naja़ra aa raha aadama paira choTila narsa usaka ilaaज़ raha thii.,1
83,83,soshala miiDiya daava maa gurudvaara samita jaanabuujha galiicha haTa taaka pradhaanama.mtra ThaNDa niicha chala paड़,1
84,84,hamalaavara aatmahatya lii thii. kotama pulisa maamala saa.mpradaayika koNa i.mkaara kiya hai.,1
85,85,bhaarata-chiina siima naha bana baata sTena svaama kaha maaovaada naha ke akha़baara surkha,0
86,86,buuma paaya vaayarala skriinashॉTa eka uttara pradesha sarakaara ke adhikaara isaka puShTa naha,1
87,87,hi.mda aख़baara dainika jaagaraNa apraila 24 samaajavaada paarTa adhyakSha akhilesha yaadava tasviira galata lekha ke Chaapa dii,1
88,88,vaayarala eka posTa nare.mdra moda haTa ke shivali.mga chappala maara paड़ maara ke galata Dha.mga joड़ raha,1
89,89,chaara TesTa maicha siriija़ pahala maicha guruvaara shura raha vana De siriija़ ऑsTreliya ke naama raha,0
90,90,koro vaayarasa le shuruaata alaga-alaga baata kaha raha thii.m loga mahaja़ najala kisma bata khaarija raha,0
91,91,viiDiya 2018 philma gaya haala ke pradarshana sambandha naha rakha,1
92,92,buuma paड़taala paaya tasviira daraasala sarakaara niita ke ilaaफ़ pradarshana jisaka dvaara siitaaraama yechura bR^i.mda,1
93,93,i.mDiyana yuuniyana muslima liiga ke jha.mDa paakistaa jha.mDa bata kiya raha dhaड़lla vaayarala,1
94,94,buuma Chaana-biina saama aaya vaayarala viiDiya daraasala puurvaniyojita kathaanaka aadhaarita naa asala ghaTa dikha,1
95,95,eDiTa kiya viiDiya daava kiya gaya bachcha pradhaanama.mtra moda naama le raahula gaa.mdha majaaka uDa़,1
96,96,paakistaana ke videsha ma.mtra shaaha mahamuuda kauraisha kaha paakistaana khauphaiya suutra pata chala bhaarata usaka khailaapha़ sarjikala sTraaika yoja bana raha,0
97,97,vidhaanasabha ke visheSha satra bulaaya le pe.mcha phaँsa gaya kyo.mka ma.mtrima.mDala siphaaarisha raajyapaala khaaarija diya,0
98,98,TviiTa bata gaya na.mbara biijepa siiee samarthana helpalaaina hai. hai.mDala daava TviiTa sharaarata hissa the.,1
99,99,buuma paaya asthaaya saDa़ka chaara mahiina ke Traiphika ke khola gaya na 24 gha.mTa jaisa daava kiya gaya,1
100,100,buuma paaya vaayarala tasviira sika.mdara khaana sata pulisa madhya pradesha naabaaliga yauna shoShaNa ke aaropa,1
101,101,buuma paaya shasa yuusiफ़ alauta sauuda araba raha vaala ghaTa ke riyaada pulisa girataara,1
102,102,soshala miiDiya ma.mdira tasviira ke daava kiya raha jabaka tasviira ayodhya naha,1
103,103,vhaaTsaepa bheja noTisa ke mutaabika loga 17 janavara naii dilla enaaaiie ke mukhyaalaya pesha ke kaha gaya,0
104,104,21 saala ke bharata jaadhava kathita uu.mcha jaata ke aadama sirpha़ isala piiTa kyo.mka unaka saranema kathita uu.mcha jaata vaala saranema jaisa,0
105,105,buuma paaya tasviira sabasa pahala 2013 ke Samvadaorg dvaara lekha istemaala gaya,1
106,106,buuma paaya viiDiya paa.mcha saala pura aipiena nyuuज़ naamaka vebasaaiTa varSha 2014 apaloDa kiya viiDiya,1
107,107,vaayarala maiseja daava kiya raha koronaavaayarasa vajaha saala 15 akTuubara bhaarata bhara sabha hoTala risॉrTa,1
108,108,bajara.mga dala kha़taranaaka sa.mgaThana shaamila maa.mga juuna dilla ke charcha hamala ke uTha akha़baara samiikSha,0
109,109,buuma paaya muula tasviira saala 2014 amita shaaha pradhaanama.mtra nare.mdra moda badha de raha the.,1
110,110,buuma dilla ke Dॉ raama manohara lohiya aspataala saphadaraja.mga aspataala sa.mparka kiyaa. dona aspataala aisa mariiज़,1
111,111,buuma paaya yuuniseफ़ aisa eDavaaiज़ra jaara naha maiseja jyaadaatara daava vaij~naanika naha hai.m.,1
112,112,TviiTa ke ज़riya gaaँdha parivaara saadha gaya nisha,1
113,113,buuma apa paDa़taala paaya piii ke chaacha lakhanauu haaii korTa jamaanata dii,1
114,114,sha.mkhanaada posTa daava kiya aama aadama paarTa kaa.mgresa ke bhraShTaachaara laDa़ shura a.mta,1
115,115,aa.mdolana raha kisaana ravivaara taala thaala baja piiema moda ke ‘mana baata’ kaaryakrama virodha kiya,0
116,116,biijepa adhyakSha jepa naDDa kolaka ke dina ke daura pradesha sattaadhaara tR^iNamuula kaa.mgresa ke khailaapha़ aakraamaka tevara apana unaka kaaphaila hamala ghaTa saragarma baDha़ dii,0
117,117,eka tasviira soshala miiDiya daava ke vaayarala kiya raha moda paakistaana haaiज़ saiida mila,1
118,118,pairoDa akaau.mTa prasha.msaka maana bhaaratiiya kaptaana viraaTa kohala videsha braa.mDa samarthana naha,1
119,119,buuma sultaanapura pulisa ke aala adhikaara baata bata ghaTa saampradaayika koNa naha .,1
120,120,itihaasakaara ke lekhana dastaaveja़ pata chala daara shikoha dilla humaayuu.m ke maka़bara kaha dapha़na kiya gaya,0
121,121,haalaa.mka atiita aishvarya raaya bachchana TippaNa dii visheSha skriinashॉTa unaka akaau.mTa naha,1
122,122,soshala miiDiya chaukiidaara chora ke naara ke guuँja raha krikeTa maicha viiDiya klipa raha vaayarala,1
123,123,buuma pahala viiDiya aarija kiya फ़rज़ daava ke vaayarala,1
124,124,viiDiya arnaba gosvaama unaka pat samayaabra re gosvaama kathita hamala ke bana gaya,1
125,125,buuma paaya Taaimsa naau dvaara prasaarita klipa apraila 2019 piiema moda ke puna chunaava abhiyaana ke Daa.msa siikve.msa,1
126,126,bॉmba haaii korTa kaha kaarrava durbhaava prerita abhinetra nuka़saana pahuँcha ke,0
127,127,bhaarata tanaava ke chii raaShTrapata shii jinapi.mga tainaata shakta apa paasa le lii,0
128,128,bhaarata nepaala ke raajaduuta niilaa.mbara aachaarya biibiisa bata vaiksiina le bhaarata vaiksiina nirmaa sarakaara adhikaara ke dilla charcha,0
129,129,vaayarala TviiTa ke ज़riya madhyapradesha ke mukhyama.mtra kamalanaatha ke nija sachiva ke maara aaya vibhaaga ke Chaapa ora ishaara kiya,1
130,130,buuma vaastavika bhaaShaNa viiDiya dekha paaya raahula gaaँdha ga.mdaga ke kaaraNa aasamaana ma.mDara raha chiila ullekha,1
131,131,buuma paaya mahila pahachaana amarata shahajaada ke rupa muslima paakistaana ke shaahapura bha.mguka nivaasa,1
132,132,buuma paaya viiDiya paakistaana ke si.mdha praa.mta maii 2019 vaayarala,1
133,133,buuma paaya viiDiya piChala saala prayaagaraaja ilma gaya ga.mgaa-jamu uaana thii.m,1
134,134,buuma paaya vaayarala viiDiya 2018 ruusa ke lyuuberatsa shahara chunaava,1
135,135,buuma paaya asala tasviira saala 1954 lii gaya abhinetra marlina monara,1
136,136,uttara pradesha ke sa.mbhala jaila kisaana shaa.mta bha.mga aasha.mka ke kaaraNa 50 laakha rupaya ke bॉnDa bhara sa.mba.mdha noTisa jaara kiya gaya,0
137,137,ऑpareshana ke parivaara ummiida bachcha duusara bachcha khela-kuuda baaka़ gatividha hissa le saka,0
138,138,buuma tasviira le vaala oTograaphara baata bata tasviira paa.mcha saala puraa,1
139,139,buuma aaraesa Tiiva uTeja khoja nikaala paaya amita shaaha naha raha . skriinashॉTa liya gaya shaaha apa palaka,1
140,140,buuma i.mTaraneTa viiDiya pata laga paaya viiDiya naagarika sa.mshodhana bila paarita pahala janavara 2019 hai.,1
141,141,sa.mgiita soma koro vaiksiina virodha vaala paakistaa maanasika bata salaaha de Daala presa rivya,0
142,142,prastaavita se.mTrala visTa projekTa jayaada jaanakaara mila ke savaala phaeharista la.mba raha supriima korTa sa.msada ke nirmaaNa sarakaara ke rukha़ aakraamaka bata,0
143,143,buuma orbsa dvaara jaara aisa suucha naha milii.,1
144,144,nehara apa paalata kut ke vaayarala tasviira varSha 1961 jabaka duusara tasviira varSha 1948 la.mdana ola.mpiksa,1
145,145,buuma paaya viiDiya dikha raha mahila maarkeTi.mga ii-kॉmarsa ka.mpa seफ़ shॉpa i.mDiya ke haidaraabaada kaaryaalaya esosieTa hai.,1
146,146,kariiba saala bhara pura viiDiya dikha raha shasa kashmiira aata.mkavaada bata raha vo daraasala bihaara ke muज़phफ़rapura,1
147,147,Tiima i.mDiya nau mahii a.mtararaaShTriiya maicha khela raha siDa bhaarata ऑsTreliya vana De maicha khela,0
148,148,vaastivika viiDiya haidaraabaada jhuuTha daava ke soshala miiDiya sheyara kiya raha,1
149,149,buuma paaya viiDiya maii 2017 viiDiya i.mDoneshiyana sainika pॉkeTamaara piTa raha hai.,1
150,150,ke.mdra sarakaara ke kR^iSha kaaanuuna virodha raha kisaana Chaha mahiina pradarshana taiyaara ke aae loga baata yakiina mushkila saka kisaana aa.mdolana mahaaraaShTra Chaha saala chala,0
151,151,buuma paaya chaara tasviira seTa pura auRa uttara-puurva dilla hi.msa sa.mba.mdhita naha hai.,1
152,152,buuma paaya hai.mDala फ़rज़ astitva naha,1
153,153,buuma paaya paakistaana ke khaibara patuunava praa.mta loga virodha sarakaara dvaara laga peड़ isala ukhaaड़ raha kyo.mka,1
154,154,buuma paaya vaayarala raha tasviira asa.mba.mdhita thii.m cha.mdrayaana 2 a.mtarikSha yaana dvaara naha lii thii.m,1
155,155,kaa.mgresa ke 23 agasta soniya gaa.mdha kha़ta likha badalaava maaँga paDha़ presa rivya,0
156,156,jaane-ma arthashaastra saamaajika kaaryakar jya dreja़ bhuukha kupoShaNa ke maamala bhaarata lagaataara kharaaba haalata biibiisa baata,0
157,157,bhaarata islaamika desha ke sa.mgaThana ऑrgenaaijeshana ऑpha़ islaamika koऑpareshana oaaiisa ke sadasya desha ke videsha ma.mtra baiThaka paasa prastaava khaaarija diya,0
158,158,dekha tasviira desha duniya loga a.mdaaja़ mana nae saala jashna,0
159,159,sarakaara kisaana sa.mgaThana ke Chaha daura baatachiita chuka ke.mdra sarakaara saapha़ diya nae kR^iSha kaaanuuna vaapasa naha jaaeँga aakhaira kya,0
160,160,bhaaratiiya videsha ma.mtraalaya karataarapura saahiba gurudvaara praba.mdhana gaaira-sikha samita die aitaraaja़ jata,0
161,161,chiina ke raaShTrapata shii jinapi.mga sichuaana praa.mta tibbata ke li.mjha joDa़ vaala relava projekTa jalda puura nirdesha diya isaka hissa aruuNaachala pradesha siima ke kaapha़ ka़riiba,0
162,162,ka़riiba tiina dashaka sivaana bhaakapa maala raaShTriiya jana dala ke raajaniitika dushma charama raha dona chunaava laDa़ raha,0
163,163,buuma nasiiruddiina shaaha ke sahaya baatachiita aफ़vaaha aarija kaha Thiika,1
164,164,bihaara piChala mahii sa.mpanna vidhaanasabha chunaava enaDiie sat aana bihaara muph़ta koro vaiksiina laga vaada kiya,0
165,165,buuma paaya viiDiya 2019 prayaagaraaja sa.mpanna ku.mbha mela ke shaaha snaana ke naaga saadha,1
166,166,buuma paaya tasviira daraasala varjiniya yuunivarsiTa hॉspiTala kaampleksa dikha,1
167,167,tasviira jula 2016 bihaara khastaahaala saड़ka ke naama vaayarala chuka haalaaँka bihaara naha,1
168,168,briTena nyuuja़ chainala ke brॉDakaasTa adhikaara rakha vaala ka.mpa ka़riiba 20 laakha rupaya jurma laga gaya,0
169,169,buuma paaya viiDiya फ़rज़ DijiTala tariika eDiTa,1
170,170,gR^iha ma.mtraalaya vidyaalaya mahaavidyaalaya khola ke sa.mba.mdha nirNaya naha liya,1
171,171,buuma paaya klipa 2017 bhaaratiiya dvaara aayojita jamma kashmiira krikeTa Tuurnaame.mTa dho chiiफ़,1
172,172,buuma shaahabaada esaDiiema baata iviiema Cheड़Chaaड़ ke aaropa aarija kaha jiipa sarakaara kaampleksa,1
173,173,vaayarala tasviira ke daava kiya gaya kabra bhaaratiiya eyara orsa ke hamala maara jaisha-ai-muhammada ke aata.mka ke,1
174,174,raajya sarakaara ke phaaisala ke anusaara malTiipleksa sinema ghara apraila 30 sita.mbara avadha ke laaise.msa phii ChuuTa dii,0
175,175,buuma aajataka patrakaara baata bayaana aarija kiya,1
176,176,kaa.mgresa adhyakSha ke raayapura die bhaaShaNa hissa klipa ke vaayarala kiya gaya,1
177,177,haala bhaarata ke mukhya nyaayaadhiisha kisaana aa.mdolana le TippaNa pradarshana shaamila mahila bujaurga ghara chala chaaha,0
178,178,uttaraakha.mDa ke Tihara jaila rauta bela naama gaa.mva paniira vileja ke naama mashahuura gaa.mva sabha parivaara paniira bana kaama dekha viiDiya,0
179,179,aa.mdolana raha kisaana ravivaara taala thaala baja piiema moda ke ‘mana baata’ kaaryakrama virodha kiya,0
180,180,yuuज़rsa tasviira sheyara daava raha tasviira puraa dilla relava sTeshana ke pleTaॉrma bana masjida,1
181,181,soshala miiDiya aana vaala lokasabha chunaava pahala sahavaaga bhaajapa juड़ ख़bara raha vaayarala,1
182,182,tasviira ke daava kiya raha tiina parivaara hai.m.,1
183,183,buuma paaya viiDiya nyuuyॉrka shuuTa riya joड़ vaala daava फ़rज़,1
184,184,vaayarala posTa daava supriima korTa aadesha diya juuna 15 desha naama i.mDiya badala bhaarata diya jaaega,1
185,185,buuma paaya tasviira juuna 2018 i.mTaraneTa maujuuda,1
186,186,ऑTa sekTara bhaarata jiiDiipa 7 pratishata yogadaana de koro mahaamaara sekTara bura haala diya,0
187,187,buuma paaya vaayarala viiDiya 2013 ruusa proTॉna-ema rॉkeTa uaana bhara ke pala kraisha gaya thaa.,1
188,188,buuma paaya vaayarala posTa daava फ़rज़ hai. shaaha imaama ahamada buaara vaayarala daava bakavaasa क़raara diya,1
189,189,buuma paaya tasviira tejashva yaadava ke agasta 2016 jeneva daura ke vata lii gaya thii.m,1
190,190,pradhaanama.mtra moda bhaarata sa.msada naii imaarata shilaanyaasa kiya jaana nae pura sa.msada bhavana ke baara,0
191,191,chaara saala puraa tasviira raahula gaaँdha unaka bahana ameTha ke miira shaaha daragaaha iyaarata naज़ra aa raha,1
192,192,saala 2020 koviDa-19 ke khailaapha़ ja.mga phara.mTalaaina raha DॉkTarsa svaasthyakarma vaayarasa sa.mkramita unama kaiya mauta,0
193,193,paridR^ishya badala raha kavi ke gaayana ke aayaama ubhara raha hinda Cha.mda-vihiina kavi gaayana ke nae prayoga raha,0
194,194,viiDiya dikha gaya pulisa adhikaara mahila thappaDa़ maara raha hai. mahila naabaaliga balaatkaara ke virodha pradarshana,1
195,195,buuma paaya asala tasviira moda mahaatma gaaँdha muurta namana raha,1
196,196,buuma paaya ghaTa nava.mbara 2019 braajiila Draga maaphiya siivila gaarDa ke jhaDa़pa thii.,1
197,197,buuma paaya viiDiya 2015 tiina baaikarsa chaalaana jaara pulisakarma piTa thii.,1
198,198,i.mphosisa borDa ke puurva sadasya mohanadaasa paaii nakala samaachaara saaiTa lekha TviiTa kiyaa. biibiisa anukR^ita saaiTa saaiTa,1
199,199,bihaara chunaava ke natiija ghoShaNa ke niitiisha kumaara tejasva yaadava khaaamosha akhatiyaara lii dona natiija ke dina miiDiya ke saama aae,0
200,200,pharsTaposTa kvi.mTa bhraamaka lekha likha pariNiita chopaDa़ beTa bacha beTa paDha braa.mDa embesaDara naha raha,1
201,201,viiDiya dikha raha loga varSha 2017 raaya barela enaTiipisa baayalara blaasTa aahata loga ke parivaarajana,1
202,202,gujaraata vaaradaata raajasthaana da.mga naama de kiya raha vaayarala,1
203,203,vaayarala raha posTa daava kiya gaya moda prabhaavita ऑsTreliya apa eppala biज़nesa naama moda epalsa,1
204,204,buuma paaya ghaTa aa.mdhra pradesha ke prakaashama ila laड़ka ke usaka eksa bॉyaphre.mDa badatamiiज़ .,1
205,205,raajadhaa dilla bii dina roja़ sa.mkramaNa ke maamala 5 hajaaara ke aa raha roja़ naya rikॉrDa bana raha,0
206,206,daava kiya raha dona shasa amerika apa haniimuuna Choड़ kisaana pradarshana shariika hai.m.,1
207,207,vaayarala viiDiya maarcha 2020 raajasthaana ke udayapura ke menaara aitihaasika jamara biija shaurya parva jisama loga hola ke,1
208,208,phailma maTTa saaikila aisa maja़duura jisaka puura vajuuda roja़ roTa TuuTa phuuTa saaikila Tika,0
209,209,buuma paaya viiDiya daraasala agasta 2019 haa.mgakaa.mga raajaniitika virodha dikha gaya koronaavaayarasa ke,1
210,210,videsha raajanayika kaha raha chiina ola ke ka़dama hairaana siiniyara yuuropiyana DiplomaiTa kaha mahaamaara ke pradhaanama.mtra ola ke ka़dama chiina naaraaja़,0
211,211,bhaarata haala phailma bana jisama sas uDaaana seva laa vaala kaipTana jiiaara gopiinaatha ke sa.mgharSha yaada kiya gaya,0
212,212,jaane-ma arthashaastra saamaajika kaaryakar jya dreja़ bhuukha kupoShaNa ke maamala bhaarata lagaataara kharaaba haalata biibiisa baata,0
213,213,hiTamaina ke naama mashahuura rohita sharma jai.mdaga unaka khela juDa़ kissa suna,0
214,214,ghaTa pa.mjaaba ke ajanaala varSha pahala ghaTa kathita taura shiromaNa akaala dala ke loga kaa.mgresa ke moTarasaaikila,1
215,215,vhaaTsaeppa soshala miiDiya sheyara kiya raha phaoTa फ़rज़ na asala nyuuja़ riporTa,1
216,216,vaayarala posTa daava kiya gaya buraka dikha raha shasa sa.mgha muslima samudaaya badanaama koshisha raha,1
217,217,viiDiya 2018 vaayarala samaachaara sa.msthaana dvaara vyaapaka ruupa riporTa kiya gaya . viiDiya laड़ka,1
